Chrom	WinStart	WinStop	CMStops	Dark_Inf_Depth	Light_Inf_Depth	EF8N
X	19306390	19315335	61.46659119	2592	1912.5	0.072535773
X	19315336	19324065	61.48474615	2992	2150	0.078340524
X	19324066	19330782	61.49871486	3360	2446	0.072305145
X	19330783	19346432	61.53126069	2650	1954	0.081466771
X	19346433	19353734	61.54644597	2345.5	1670.5	0.065163726
X	19353735	19361609	61.56282286	2652	1757	0.058172854
X	19361610	19369725	61.57970094	3392.5	2073	0.056199637
X	19369726	19379150	61.59930122	7958	4403	0.101808421
X	19379151	19389299	61.62040714	7752	4304	0.068965256
X	19389300	19397315	61.63707726	2616	1868	0.113650464
X	19397316	19407993	61.68240995	5418	3244	0.059458868
X	19407994	19418532	61.73482008	6492.5	3901.5	0.093697282
X	19418533	19426927	61.77656816	4120	2467	0.095183451
X	19426928	19433641	61.80995668	3772	2516.5	0.091620392
X	19433642	19438480	61.83402089	2512.5	1460	0.103948518
X	19438481	19445884	61.87084076	3138	2089	0.104664627
X	19445885	19451034	61.89645155	2436.5	1487.5	0.075063117
X	19451035	19458593	61.93404223	2410	1654	0.085116744
X	19458594	19469119	61.98638771	5442	3276	0.115753408
X	19469120	19478209	62.03159201	6026	3730	0.093061056
X	19478210	19482918	62.05500973	3959	2333	0.095986649
X	19482919	19487981	62.08018787	3047	2018	0.06290356
X	19487982	19492157	62.100955	1665	1018	0.074042745
X	19492158	19499752	62.1387247	2063.5	1539	0.039760167
X	19499753	19507122	62.15670086	3201	2190.5	0.067048036
X	19507123	19514735	62.17459795	5264	3113	0.105046261
X	19514736	19524837	62.19834632	7119	4150	0.081345001
X	19524838	19537210	62.22743349	6617	3985	0.077713937
X	19537211	19547668	62.25201877	6069	3446	0.111831389
X	19547669	19556155	62.27197051	7633	4304	0.089004113
X	19556156	19563920	62.29022492	4290	2742	0.114261431
X	19563921	19571036	62.30695363	5222	2985	0.095649602
X	19571037	19581780	62.33221126	5051	2881	0.090235453
X	19581781	19590451	62.35259555	3450	2239.5	0.075262367
X	19590452	19600699	62.37757193	6275	3270	0.078597432
X	19600700	19609418	62.40910599	3266	2227	0.067463002
X	19609419	19617974	62.44005052	3710	2386	0.082456081
X	19617975	19627454	62.47433689	5134	3056	0.046489136
X	19627455	19638361	62.51378429	4377	2550	0.077127406
X	19638362	19648005	62.5486638	4466	2788	0.091576586
X	19648006	19656803	62.58048357	3928	2281	0.064477394
X	19656804	19663798	62.60578243	1629	1220	0.084735645
X	19663799	19670348	62.62947185	1637	1217	0.050584411
X	19670349	19681609	62.67019957	3535	2055.5	0.043520671
X	19681610	19687181	62.69035185	1231	947	0.069268078
X	19687182	19699389	62.73450459	1465	1058.5	0.057492055
X	19699390	19705413	62.75971765	1347.5	990	0.082867094
X	19705414	19711725	62.78654131	1362.5	963.5	0.059459615
X	19711726	19716185	62.80549465	906	761.5	0.112626446
X	19716186	19721040	62.8261266	1771	1286	0.075696216
X	19721041	19728457	62.8576461	2911	1571	0.073525701
X	19728458	19735874	62.8891656	3538.5	2313.5	0.080495589
X	19735875	19742406	62.91692417	2555	1831	0.060730051
X	19742407	19750080	62.94953582	5824	3237	0.032773227
X	19750081	19757726	62.98202849	9798	5142	0.062256524
X	19757727	19764773	63.01197562	6130	3412	0.073648218
X	19764774	19771942	63.04244121	3258.5	2083.5	0.03342685
X	19771943	19779172	63.07316603	2953	2062.5	0.057609232
X	19779173	19786933	63.1061474	1944	1523.5	0.080848442
X	19786934	19795729	63.14352713	3037	1956	0.05594008
X	19795730	19855740	63.31287366	5345.5	3153.5	0.058537816
X	19855741	19863560	63.33408564	4216	2791.5	0.069521548
X	19863561	19869958	63.3514404	1289	983.5	0.071313157
X	19869959	19875241	63.36577069	2016	1467	0.083296751
X	19875242	19878315	63.37410901	970	714.5	0.074652247
X	19878316	19884233	63.39016175	1820	1309.5	0.070241662
X	19884234	19890938	63.40834926	2958	2057	0.070247308
X	19890939	19896447	63.42329258	1928.5	1380.5	0.067400907
X	19896448	19905541	63.44094635	3558.5	2558.5	0.070946791
X	19905542	19911935	63.45019643	2454.5	1899	0.08014106
X	19911936	19919586	63.461265	2706	2024.5	0.048060544
X	19919587	19925827	63.47029374	3172	2032	0.077626897
X	19925828	19935529	63.48432945	2561.5	1813	0.087958957
X	19935530	19942594	63.49455026	2193.5	1710.5	0.064849387
X	19942595	19950391	63.50583004	3717.5	2480.5	0.064727413
X	19950392	19957602	63.51626207	3307.5	2467.5	0.063145117
X	19957603	19966281	63.52881782	3313.5	2417.5	0.070164982
X	19966282	19973093	63.53867262	3309	2253	0.092799983
X	19973094	19980982	63.5500855	2163	1664	0.083790938
X	19980983	19988553	63.56103833	3104.5	2033	0.078461503
X	19988554	19994332	63.56939871	2008.5	1518.5	0.048256373
X	19994333	19998110	63.57486427	2584	1753	0.083125818
X	19998111	20003844	63.58802545	2013	1430.5	0.048787347
X	20003845	20007765	63.59866128	1358.5	925	0.094672486
X	20007766	20013755	63.61490933	1621	1226.5	0.054307663
X	20013756	20019908	63.63159952	1653	1157.5	0.104214078
X	20019909	20026057	63.64827886	2148	1705.5	0.058855404
X	20026058	20032486	63.66571771	3812	2315	0.034628846
X	20032487	20038161	63.68111131	943.5	722	0.115478128
X	20038162	20042422	63.6926694	1124	888	0.032465022
X	20042423	20049292	63.71130447	3525.5	2141.5	0.080864588
X	20049293	20068729	63.7640279	4269.5	2616.5	0.065584124
X	20068730	20109738	63.86910254	2115	1500	0.093666886
X	20109739	20118053	63.88639446	3999	2734.5	0.081796126
X	20118054	20128274	63.90765011	6084	3729	0.070867051
X	20128275	20134158	63.91988651	1970.5	1449.5	0.112984162
X	20134159	20141265	63.93466626	3297.5	2171.5	0.108545552
X	20141266	20147811	63.94827936	2670	1912	0.069935236
X	20147812	20154307	63.96178848	2061	1371	0.059529879
X	20154308	20160780	63.97524977	2119.5	1565.5	0.056004923
X	20160781	20185143	64.0259152	2886	1849	0.0906845
X	20185144	20194759	64.04591269	4007	2738	0.068595216
X	20194760	20204294	64.06845949	3962	2810	0.05502366
X	20204295	20213479	64.09337407	3726	2823.5	0.063359192
X	20213480	20218699	64.10753347	1789.5	1267	0.063079804
X	20218700	20225447	64.12583762	2290	1636	0.073894839
X	20225448	20230375	64.13920496	2386	1613	0.071615742
X	20230376	20234222	64.14964006	868.5	684	0.069140619
X	20234223	20239616	64.16427144	1892	1326	0.063994766
X	20239617	20245236	64.17951586	2492	1686	0.103977626
X	20245237	20253331	64.20147378	3005.5	2192.5	0.054870286
X	20253332	20256803	64.21089168	1249	922.5	0.072088384
X	20256804	20261074	64.22247689	2036.5	1448.5	0.087157328
X	20261075	20270013	64.24672419	6458	3538.5	0.061659614
X	20270014	20280168	64.27426992	10293	5445	0.051123219
X	20280169	20288891	64.29793131	5793.5	3412.5	0.034578278
X	20288892	20302695	64.33561877	6005	3705	0.067024965
X	20302696	20309889	64.35578317	2033	1542	0.066775344
X	20309890	20316995	64.37570091	3218	1869	0.037719609
X	20316996	20322188	64.39025661	1774	1284.5	0.077846174
X	20322189	20327400	64.40486557	2332.5	1758	0.065000463
X	20327401	20332506	64.41917741	2137	1574	0.138386276
X	20332507	20339178	64.43787867	3266	1813	0.083554744
X	20339179	20348324	64.46351442	4752.5	3011	0.064019704
X	20348325	20353572	64.47822429	1901.5	1367.5	0.077963116
X	20353573	20360458	64.49752538	1979	1383	0.088904699
X	20360459	20366994	64.51584544	931	745.5	0.063209402
X	20366995	20374449	64.53674141	2091	1648	0.080561807
X	20374450	20383786	64.56291252	1981	1612.5	0.065865476
X	20383787	20391239	64.58380288	3342	2379.5	0.064965541
X	20391240	20396863	64.59956666	2637	1893	0.071339341
X	20396864	20400464	64.60995373	797	676.5	0.09890498
X	20400465	20406833	64.63183678	1096	838.5	0.110375434
X	20406834	20412663	64.65186791	1259	837	0.085752756
X	20412664	20420159	64.67762319	2200.5	1776	0.076060881
X	20420160	20427249	64.70198351	1645	1287.5	0.076684533
X	20427250	20433386	64.72306944	1208	905.5	0.057100522
X	20433387	20440193	64.74645741	1772.5	1250	0.060972286
X	20440194	20445945	64.76622054	1568	1110.5	0.047426199
X	20445946	20453268	64.79138141	1251	985	0.093127066
X	20453269	20460617	64.81663162	2071	1630.5	0.073026958
X	20460618	20469051	64.84560975	2428	1655	0.076228667
X	20469052	20477037	64.87304861	3096	2091	0.053778727
X	20477038	20484737	64.89950481	2409.5	1804	0.036245808
X	20484738	20491528	64.92283781	1516	1110	0.077091234
X	20491529	20498945	64.94832166	1785	1326	0.030863761
X	20498946	20505246	64.95858714	1424.5	1077.5	0.060775754
X	20505247	20510950	64.96580753	2020	1419	0.076378808
X	20510951	20518022	64.9747596	1176	893	0.025164994
X	20518023	20525342	64.9840256	1522.5	1213.5	0.082375847
X	20525343	20533736	64.99465112	2153	1506.5	0.07367884
X	20533737	20541808	65.00486904	1067	788	0.028064521
X	20541809	20548804	65.0137249	862.5	665.5	0.073243569
X	20548805	20557365	65.02456182	1884.5	1457	0.025743805
X	20557366	20563873	65.03279995	2279	1672	0.069617335
X	20563874	20572592	65.04383687	3242	2161	0.072907108
X	20572593	20579095	65.05206867	2119.5	1475	0.109755241
X	20579096	20586879	65.06192202	2055.5	1391.5	0.066280421
X	20586880	20594484	65.07154879	2757.5	2006	0.05103243
X	20594485	20603785	65.0795579	2155.5	1717.5	0.085992424
X	20603786	20610429	65.08136011	2252	1714	0.060210662
X	20610430	20617196	65.08319567	2750.5	2018	0.077557978
X	20617197	20623581	65.08492762	1774	1355	0.09072485
X	20623582	20630625	65.08683833	2672.5	1880.5	0.079183863
X	20630626	20634087	65.08777741	1026.5	757	0.075244655
X	20634088	20648722	65.09174719	2070	1527.5	0.057319826
X	20648723	20656843	65.09395004	675	628	0.077614683
X	20656844	20664497	65.09602621	1592	1173	0.049886965
X	20664498	20677573	65.09957311	1277.5	1007	0.056032573
X	20677574	20684777	65.10152722	1254	965	0.072261015
X	20684778	20692883	65.10372599	2372	1531	0.066663496
X	20692884	20701531	65.10731769	3732.5	2581	0.104563838
X	20701532	20715903	65.12291148	1550.5	1243	0.070242499
X	20715904	20725193	65.13299123	2420	1827	0.046418366
X	20725194	20731353	65.13967491	1115	957.5	0.03489801
X	20731354	20739293	65.1482899	2048.5	1631.5	0.085560472
X	20739294	20746329	65.15592404	2844	2042	0.066569534
X	20746330	20751858	65.16192307	651	409	0.055195141
X	20751859	20759334	65.17003462	1707.5	1179	0.086244443
X	20759335	20766085	65.17735953	1180.5	947.5	0.06015541
X	20766086	20773587	65.18549929	1343.5	1042.5	0.06056445
X	20773588	20780617	65.19312692	1187.5	931.5	0.111791397
X	20780618	20788967	65.20218677	1003	839	0.040797708
X	20788968	20796302	65.21014533	1164	770	0.042372003
X	20796303	20800905	65.21874	523	390.5	0.03193328
X	20800906	20808196	65.25565716	3405	2366.5	0.075635684
X	20808197	20818006	65.30532899	2473	1829	0.013578881
X	20818007	20824943	65.34045371	1956.5	1506	0.091035303
X	20824944	20835406	65.39343194	1682	1120	0.090440103
X	20835407	20841267	65.42310845	1553.5	1096.5	0.077715369
X	20841268	20847141	65.45285079	1096	908	0.008324087
X	20847142	20853522	65.48516027	2168	1547	0.12992195
X	20853523	20859410	65.5149735	2048	1510	0.061934097
X	20859411	20864409	65.54028537	1302	940	0.090807708
X	20864410	20870827	65.57278219	885.5	652	0.065460103
X	20870828	20875758	65.59774976	923	646	0.088842812
X	20875759	20880767	65.62311227	1060	840.5	0.104589901
X	20880768	20888087	65.66017626	2040	1537	0.080390172
X	20888088	20894681	65.69356424	1648.5	1252.5	0.013379702
X	20894682	20900620	65.72072068	2698	1850	0.098484098
X	20900621	20904701	65.72219666	1283	878	0.121237216
X	20904702	20909740	65.72401912	1595.5	1160	0.050722064
X	20909741	20916917	65.72661483	1560	1102	0.078638387
X	20916918	20924386	65.72931614	4137.5	2668.5	-0.002225051
X	20924387	20930705	65.73160154	1565.5	1202	0.0357485
X	20930706	20939504	65.73478388	2731	2059	0.07316033
X	20939505	20946334	65.73725409	2437	1712	0.068646151
X	20946335	20954656	65.74026391	1684	1190	0.098962155
X	20954657	20958393	65.74161547	864.5	628.5	0.046121766
X	20958394	20962540	65.74311532	1131	897.5	0.095345473
X	20962541	20968599	65.74530668	1232	928.5	0.086780172
X	20968600	20975895	65.74794543	1432.5	1124.5	0.067896407
X	20975896	20981154	65.74984746	2975.5	1959	0.08451914
X	20981155	20992004	65.75377158	4686	2900	0.068935991
X	20992005	20998404	65.75608627	1162	940	0.083035463
X	20998405	21003647	65.75996099	1289	848.5	0.105022049
X	21003648	21010731	65.76636618	3764	2467.5	0.075870721
X	21010732	21026120	65.78028055	698.5	605	-0.025291171
X	21026121	21041622	65.79429709	568	429.5	0.111826717
X	21041623	21045458	65.79776551	978	710.5	0.046979335
X	21045459	21048543	65.8005549	921	630	0.017458019
X	21048544	21053715	65.8052313	1640	1174	0.040166636
X	21053716	21057337	65.80850622	1203.5	953.5	0.074751416
X	21057338	21062357	65.81304519	1706	1248.5	0.071649642
X	21062358	21069966	65.81992507	3336.5	2323	0.089230522
X	21069967	21077878	65.82707891	2515	1685	0.050105555
X	21077879	21085183	65.83368392	2510	1666	0.049324912
X	21085184	21089887	65.83793716	1585	1067.5	0.053262112
X	21089888	21097525	65.84484326	2683	1898	0.037362937
X	21097526	21104480	65.85032166	2470.5	1839.5	0.087045846
X	21104481	21112750	65.85630369	2444	1796.5	0.036179153
X	21112751	21120595	65.8619783	2107.5	1602	0.04484521
X	21120596	21126858	65.86650859	2186	1611.5	0.058586038
X	21126859	21134919	65.87233944	2352	1880	0.060488429
X	21134920	21143084	65.87824552	1729.5	1419.5	0.079257573
X	21143085	21150635	65.88370747	2109	1631	0.112554715
X	21150636	21158136	65.88913325	2762	1862.5	0.055569659
X	21158137	21168830	65.89686866	4195	3004	0.054847584
X	21168831	21175308	65.90155446	1132.5	906.5	0.060457066
X	21175309	21183629	65.90757338	2501	1703	0.070375516
X	21183630	21197071	65.91729653	4930	3306	0.034931446
X	21197072	21207005	65.92701574	3373	2062	0.073001251
X	21207006	21216576	65.93740039	3796	2517	0.03187664
X	21216577	21225711	65.94731197	5794	3590	0.051780928
X	21225712	21233922	65.956221	3861.5	2344	-0.037466107
X	21233923	21246882	65.97028275	3146.5	2043	0.012354404
X	21246883	21255986	65.9801607	3162.5	2330	0.050830145
X	21255987	21263003	65.98777422	3408	2112	0.032255544
X	21263004	21268077	65.99327957	2010	1388.5	0.040236518
X	21268078	21272958	65.99857552	1969.5	1226	0.008085391
X	21272959	21280277	66.00651672	2044	1585.5	0.036194947
X	21280278	21288534	66.01547566	1940.5	1410	0.006362575
X	21288535	21294374	66.02181212	892	713	0.045906688
X	21294375	21301002	66.02963776	1863	1528	0.0416438
X	21301003	21305941	66.03812264	1068.5	803.5	0.044601635
X	21305942	21314570	66.05294671	2082	1707	0.019178606
X	21314571	21322668	66.06685854	2785	2060	0.030279445
X	21322669	21328437	66.07676931	728.5	675	0.073585803
X	21328438	21339636	66.09600847	1601	1146	0.030886523
X	21339637	21347043	66.10873321	1951	1437	0.093290856
X	21347044	21353212	66.11933115	3049	1959	0.024881676
X	21353213	21360445	66.13175698	2500	1808	-0.033514603
X	21360446	21368929	66.14633194	2101	1592	0.045041179
X	21368930	21377042	66.16026955	2789.5	1962	0.022373364
X	21377043	21388363	66.17971829	3112	2449	0.02058748
X	21388364	21398155	66.19654031	2091	1468.5	0.031304786
X	21398156	21426741	66.20454559	500	400.5	0.07401025
X	21426742	21436008	66.20622139	2378	1760	0.025179923
X	21436009	21444190	66.20770098	2455.5	1843	0.04724592
X	21444191	21452085	66.20912868	2328	1757	0.035533235
X	21452086	21457519	66.21011134	1505	1156.5	0.012088085
X	21457520	21465032	66.21146995	2212	1665	0.031425097
X	21465033	21495542	66.21698724	3399	2171	0.026408547
X	21495543	21508557	66.21787897	2520	1946	0.042936437
X	21508558	21786196	66.32604657	10525	7198.5	0.035043123
X	21786197	21832636	66.34499984	2396.5	1703	0.031990094
X	21832637	21845193	66.35181208	812.5	658	0.11303129
X	21845194	21859245	66.35943538	4867.5	3314.5	0.063001205
X	21859246	21868959	66.36470528	3792	2442.5	0.049755659
X	21868960	21878976	66.37013956	2307.5	1739	0.051306884
X	21878977	21888638	66.37538125	2461	1894.5	0.016789328
X	21888639	21894682	66.37866015	1565	1067	0.05006751
X	21894683	21901052	66.38173541	2864	2025	0.01181208
X	21901053	21908468	66.38307649	2410	1611	0.019535106
X	21908469	21912399	66.38378735	1210	877	0.042153934
X	21912400	21918596	66.38490799	1341	1069	0.042429778
X	21918597	21924058	66.38589571	1232	973.5	0.015265407
X	21924059	21934418	66.38776916	3565.5	2443	0.054330953
X	21934419	21943929	66.38948909	2105	1485	0.03747179
X	21943930	21950168	66.39061732	2484	1587	0.07501663
X	21950169	21959677	66.39233688	764	596	0.030418643
X	21959678	21964921	66.39328518	679.5	437.5	0.038245888
X	21964922	21974330	66.39498666	797.5	687.5	0.065814212
X	21974331	21977702	66.39559644	876	674.5	0.032839115
X	21977703	21982720	66.39650387	791	576	0.036366719
X	21982721	21989107	66.39765886	1522	1179	0.004221172
X	21989108	21996319	66.39896305	1113	867	-0.022036681
X	21996320	22004092	66.40073868	1664	1357	-0.009198292
X	22004093	22014986	66.40369371	1735	1434	0.038497097
X	22014987	22028624	66.40739305	914	736.5	0.001539842
X	22028625	22036166	66.40943884	1268	1039.5	0.044752941
X	22036167	22041235	66.41081382	563.5	484	0.039013901
X	22041236	22044292	66.41164304	379	307	0.035203246
X	22044293	22047967	66.4126399	461	388.5	0.026098296
X	22047968	22054494	66.41441037	1418	1085	0.004434396
X	22054495	22062535	66.41659151	1621.5	1246.5	-0.031598503
X	22062536	22069357	66.418442	1289	1042.5	0.027005631
X	22069358	22077985	66.42078237	1417	1298	0.042008202
X	22077986	22091415	66.42442529	1650.5	1188	0.017969988
X	22091416	22103652	66.42807487	1867	1489	0.041600885
X	22103653	22107263	66.42938086	1220	920.5	-0.030948406
X	22107264	22112512	66.43127927	2042.5	1401	0.007519451
X	22112513	22117531	66.43309449	987	702	0.064476914
X	22117532	22123772	66.43535168	1989	1271	0.048282983
X	22123773	22128717	66.43714014	1885	1386	0.045019299
X	22128718	22132358	66.43845698	558	427.5	-0.032847693
X	22132359	22139662	66.44109862	1504	1243	0.043301842
X	22139663	22146300	66.44349939	871.5	710.5	0.02426863
X	22146301	22155551	66.44684521	2056.5	1546	0.015377661
X	22155552	22159794	66.44837977	821.5	598.5	0.039219754
X	22159795	22167030	66.45099682	1093	835	0.077657103
X	22167031	22176867	66.45455458	1224	999.5	0.013392427
X	22176868	22185453	66.45765988	1967.5	1530	-0.024877749
X	22185454	22191245	66.45975467	1344	1129	0.065279003
X	22191246	22198452	66.46236123	2026	1599	0.00877898
X	22198453	22207775	66.46362403	1796	1324	0.011474806
X	22207776	22220889	66.46480977	2736	1956	0.044524871
X	22220890	22226613	66.46532732	922	779	0.053560318
X	22226614	22237042	66.46627029	3918	2771.5	0.029992345
X	22237043	22244159	66.46691379	973	835	0.047547728
X	22244160	22250097	66.46745069	1154.5	933	-0.011913942
X	22250098	22260386	66.468381	2585	1999	0.018488938
X	22260387	22267961	66.46906591	2180	1726	0.035429773
X	22267962	22277519	66.46993012	3303	2231.5	0.054729381
X	22277520	22287803	66.47085998	2755	1943	0.046829399
X	22287804	22296016	66.47160258	639.5	473.5	-0.036464655
X	22296017	22303703	66.47199983	902	773.5	0.020900633
X	22303704	22309867	66.47206147	703	583	0.033415599
X	22309868	22322104	66.47218384	1633.5	1272.5	0.039485192
X	22322105	22331050	66.4722733	1246.5	976	0.061225465
X	22331051	22339780	66.4723606	1010.5	758.5	0.035815198
X	22339781	22349881	66.47246161	738.5	727	-0.009782512
X	22349882	22363241	66.47259521	1324.5	1086.5	0.034477332
X	22363242	22375010	66.4727129	2011.5	1438	0.043532172
X	22375011	22422826	66.47319106	4043	2888.5	0.034716085
2L	0	59481	0.00059481	1125.5	877.5	-0.135483105
2L	59482	102175	0.00102175	1589	1259	-0.039294763
2L	102176	140475	0.00140475	3391	2484.5	-0.041703224
2L	140476	193300	0.001933	4326	3297	-0.054186924
2L	193301	245601	0.00245601	7588	5044	-0.060082719
2L	245602	265143	0.00265143	6112	4167	-0.057382261
2L	265144	290040	0.0029004	6257.5	4165	-0.068787788
2L	290041	313890	0.006257888	3040.5	2248	-0.058283939
2L	313891	330897	0.010246882	4812	3403	-0.076644644
2L	330898	357125	0.016398663	4679	3268	-0.061772661
2L	357126	380856	0.021964772	4203.5	3182	-0.067013919
2L	380857	397995	0.025984727	4051.5	2837	-0.078110409
2L	397996	418064	0.0306919	6132	4300	-0.103850954
2L	418065	436732	0.035070482	5150	3629	-0.090526887
2L	436733	457217	0.039875241	4252.5	2962	-0.062063911
2L	457218	476903	0.044492595	5667	4027	-0.118951228
2L	476904	488722	0.047264744	4548.5	3149	-0.058345086
2L	488723	495040	0.048746631	2007.5	1439	-0.046856364
2L	495041	503710	0.057306521	3001	2123	-0.108655053
2L	503711	512303	0.07443818	3079	2203	-0.077621841
2L	512304	520408	0.090596926	3486	2369.5	-0.086106376
2L	520409	529068	0.107862161	2587	1816	-0.084748289
2L	529069	537001	0.123677994	4286	2787.5	-0.065911916
2L	537002	545354	0.140331172	5887	3422	-0.055659433
2L	545355	551109	0.151804778	5658.5	3442	-0.086084627
2L	551110	558050	0.165642884	5837	3553.5	-0.053224947
2L	558051	562805	0.175122815	3563.5	2002.5	-0.096083869
2L	562806	574262	0.197964363	6678	4056	-0.041126836
2L	574263	582126	0.213642632	4618.5	3064.5	-0.087316084
2L	582127	590260	0.229859194	2826	2092.5	-0.081098999
2L	590261	601165	0.250917122	4633	3229	-0.09315655
2L	601166	610268	0.263727782	3461.5	2492.5	-0.099678025
2L	610269	618260	0.27497493	2422	1764	-0.048203883
2L	618261	625498	0.285160973	2368	1787	-0.029600818
2L	625499	634217	0.297431229	2824	2184.5	-0.102175469
2L	634218	641267	0.3073527	2539	1733	-0.069316681
2L	641268	653098	0.324002476	6565	4354	-0.073178757
2L	653099	663510	0.338655293	4870	3406	-0.080757816
2L	663511	673856	0.353215227	3705.5	2608.5	-0.104722758
2L	673857	683850	0.367279792	2672	1970	-0.116571568
2L	683851	701065	0.391131819	3235	2471	-0.099465104
2L	701066	710245	0.400821085	3292	2329	-0.051022546
2L	710246	719451	0.410537794	2646	1978	-0.026093106
2L	719452	727632	0.41917264	3544	2607	-0.094506589
2L	727633	736868	0.428921013	4296	2886	-0.081160308
2L	736869	742699	0.435075491	2644	1925	-0.047505935
2L	742700	748304	0.440991432	2370	1553	-0.080809446
2L	748305	755468	0.44855286	3549.5	2414	-0.06511964
2L	755469	761338	0.454748501	3831	2462	-0.057657454
2L	761339	767508	0.461260786	2284	1633.5	-0.056954067
2L	767509	774627	0.468774717	2197.5	1596.5	-0.089404815
2L	774628	781096	0.475602589	2861	2110.5	-0.056836153
2L	781097	790962	0.486015911	5561	3294	-0.054265965
2L	790963	798781	0.494268675	3444	2510	-0.0784138
2L	798782	804019	0.504981831	3196.5	2107.5	-0.07520842
2L	804020	810978	0.521304176	3570	2288	-0.072785094
2L	810979	820718	0.544149359	6214	3916	-0.050818548
2L	820719	832591	0.571997497	3641	2537	-0.037967722
2L	832592	840794	0.591237645	4890	3287	-0.056388485
2L	840795	846035	0.603530418	2258	1723	-0.071749687
2L	846036	852379	0.618410278	4182	2732	-0.06031021
2L	852380	856465	0.627993997	3216	1884	-0.063484953
2L	856466	861385	0.639533864	3846	2389	-0.071382304
2L	861386	869799	0.659268913	5295.5	3237.5	-0.048316172
2L	869800	878755	0.680275223	4904	3136	-0.092233974
2L	878756	882950	0.690114601	5359	2990	-0.056729882
2L	882951	888660	0.703507414	3904	2568.5	-0.058608509
2L	888661	894148	0.716379526	2259	1625	-0.056352138
2L	894149	901341	0.734194332	5524	3360	-0.063805955
2L	901342	906615	0.750275559	2250	1605	-0.066404529
2L	906616	912800	0.769134563	3024.5	2133.5	-0.11064159
2L	912801	917492	0.783441183	3930	2476	-0.086464877
2L	917493	922140	0.797613641	2228.5	1487.5	-0.052399194
2L	922141	928184	0.816042714	2453.5	1874.5	-0.07090568
2L	928185	935655	0.838822927	3668	2799	-0.114602492
2L	935656	941083	0.855373723	2466	1758.5	-0.074767421
2L	941084	947245	0.874162597	2621.5	1977	-0.088301055
2L	947246	953531	0.893329565	3599	2399	-0.044056278
2L	953532	958407	0.908197229	2931.5	1950	-0.059219897
2L	958408	963501	0.923729608	2948	1888	-0.082784478
2L	963502	969345	0.941548852	2834	1962	-0.096529439
2L	969346	974315	0.956703136	2401	1730	-0.077697235
2L	974316	985664	0.99130796	1621	1072	-0.059874756
2L	985665	992416	1.011895833	4097	2621	-0.062689264
2L	992417	1006385	1.056735837	2408	1813	-0.059645915
2L	1006386	1010850	1.0719212	1845.5	1225	-0.113388361
2L	1010851	1017755	1.095404946	3679.5	2181	-0.065226171
2L	1017756	1022658	1.112079936	2685	1985	-0.061972242
2L	1022659	1027417	1.128265186	2256	1691	-0.092637734
2L	1027418	1032254	1.144715712	2379.5	1770	-0.055167215
2L	1032255	1036318	1.158537282	2257	1538.5	-0.066636289
2L	1036319	1041316	1.175535365	3153	2074	-0.076224523
2L	1041317	1046582	1.19344491	2209	1502.5	-0.088509202
2L	1046583	1054310	1.21972766	3836	2401	-0.060906477
2L	1054311	1060377	1.240361388	2514	1919	-0.049219071
2L	1060378	1067774	1.265518415	3527	2509	-0.066674
2L	1067775	1077609	1.298967024	3825.5	2890.5	-0.059737407
2L	1077610	1082330	1.315023036	3840	2374	-0.069234508
2L	1082331	1088739	1.336819898	3916	2551.5	-0.081626877
2L	1088740	1093576	1.353270424	1842.5	1311	-0.055748535
2L	1093577	1098712	1.370737842	2411	1819	-0.050062344
2L	1098713	1103819	1.385867297	2165	1394	-0.051777864
2L	1103820	1110699	1.405231757	5154	3466	-0.029216685
2L	1110700	1116916	1.422730135	4254	2598	-0.049882358
2L	1116917	1125346	1.446457227	3511	2604	-0.030585222
2L	1125347	1133116	1.468326682	4859	3119	-0.065282483
2L	1133117	1139491	1.486269768	4268	2820	-0.058382096
2L	1139492	1145280	1.502563497	2040.5	1417	-0.064704561
2L	1145281	1150594	1.51752029	3941	2249	-0.067956667
2L	1150595	1157446	1.536805941	4336	2810	-0.036465106
2L	1157447	1163884	1.554926346	5877	3344	-0.036278282
2L	1163885	1172849	1.58015925	5994	3776	-0.047499355
2L	1172850	1182677	1.607821155	4800	3255	-0.030847575
2L	1182678	1188082	1.623034077	3757	2240	-0.052382342
2L	1188083	1193204	1.637450467	2243	1421	-0.018598689
2L	1193205	1199746	1.655863591	2066	1629	-0.065010203
2L	1199747	1204383	1.672513001	1615	1162	-0.03745234
2L	1204384	1210072	1.693195515	1945.5	1351.5	-0.059125835
2L	1210073	1215939	1.714525152	1657.5	1310.5	-0.064227418
2L	1215940	1219957	1.7291327	2118	1359	-0.064930555
2L	1219958	1232203	1.773653366	2275	1487	-0.082538681
2L	1232204	1237845	1.79416501	2669.5	1856	-0.066028496
2L	1237846	1242110	1.809670533	3165	2005	-0.092937404
2L	1242111	1247466	1.829142417	1743	1362.5	-0.033818914
2L	1247467	1253806	1.852191659	2586	1865.5	-0.069379147
2L	1253807	1258783	1.870285678	1718	1210	-0.105084927
2L	1258784	1265005	1.892905927	2185	1668	-0.076292802
2L	1265006	1271158	1.915275326	2810.5	2001.5	-0.095019947
2L	1271159	1277259	1.937455677	2184	1697.5	-0.085382213
2L	1277260	1282487	1.956462213	1194	877	-0.077079135
2L	1282488	1287381	1.974254483	2616	1619	-0.11048571
2L	1287382	1291985	1.99099245	1598	1167	-0.082317748
2L	1291986	1298368	2.01419802	2805	1898	-0.102227444
